Petrus Paulus Vergerius	<Petrus Iustinopolitanus, Petrus Histrus, Pietro Paolo Vergerio il Vecchio>	De situ veteris et inclyte urbis Rome
Petrus Ransanus	<Pietro Ranzano, Petrus Ranzanus>	Descriptio totius Italiae
Petrus Tudebodus	<Pietro Tudebode>	Historia de Hierosolymitano itinere
Petrus de Alliaco	<Petrus Aliacensis>	Imago mundi
Petrus de Curialtis	<Petrus de Tussignano, Pietro da Tussignano, Pietro Curialti>	Liber de balneis Burmi
Petrus de Dusburg	<Peter von Dusburg, Pietro di Duisburg>	Chronica terrae Prussiae
Petrus de Ebulo	<Pietro da Eboli>	De balneis Puteolanis
Petrus de Pennis	<Pierre de Penna, Petrus de Penna, Petrus Aprutinus, Pietro da Penne>	Libellus de locis ultramarinis
Philippus Brusserius Savonensis	<Filippo Brusseri>	Descriptio Terrae Sanctae
Philippus de Diversis de Quartigianis	<Filippo Diversi>	Situs, aedificiorum, politiae et laudabilium consuetudinum inclytae civitatis Ragusii ad ipsius Senatum descriptio
Philippus de Eleemosyna	<Filippo di Bonne-Espérance, Filippo di Harveng>	Historia miraculorum Bernardi in itinere Germanico patratorum
Philippus de Slane Hibernicus	<Philip de Slane, Filippo di Slane>	Libellus de descriptione Hyberniae
Pseudo Eucherius Lugdunensis	<Eucherio di Lione>	De situ Hierosolymae
Radulphus Niger	<Ralph Niger, Rodolfo il Nero>	De re militari et triplici via peregrinationis Ierosolimitanae
Radulphus de Coggeshall	<Ralph of Coggeshall>	Chronicon Terrae Sanctae
Radulphus de Frammelsberg	<Rudolph von Frameynsberg>	Itinerarium in Palestinam, ad montem Sinai et in Aegyptum
Ranulphus Higden	<Ranulf Higdon, Ranulf Higden>	Polychronicon
Richardus de Templo	<Ricardus Canonicus Sanctae Trinitatis Londoniensis>	Itinerarium peregrinorum et gesta regis Ricardi
Ricobaldus Ferrariensis	<Riccobaldo da Ferrara>	De origine Ravennae
Ricobaldus Ferrariensis	<Riccobaldo da Ferrara>	De origine urbium Italiae et eius primo incolatu
Ricobaldus Ferrariensis	<Riccobaldo da Ferrara>	Liber de locis orbis et insularum et marium
Ricoldus de Monte Crucis	<Riccoldo da Montecroce>	Liber peregrinationis
Rodericus Sancii de Arevalo	<Rodrigo Sanchez de Arévalo>	Libellus de situ et descriptione Hispaniae
Rogerius de Hoveden	<Ruggero di Hoveden>	De viis maris
Rorgus Fretellus de Nazareth	<Rorgo Fretellus, Rorgo Fretello di Nazareth>	Liber locorum sanctorum terrae Ierusalem
Rorgus Fretellus de Nazareth	<Rorgo Fretellus, Rorgo Fretello di Nazareth>	Tractatus de distantiis locorum Terrae Sanctae
Saewulf	<>	Peregrinatio ad Hierosolymam
Simeon Simeonis	<Simon Simeonis>	Itinerarium in Terram Sanctam
Theodericus monachus	<Teodorico monaco>	Libellus de locis sanctis
Theodosius archidiaconus	<Teodosio arcidiacono>	De situ Terrae Sanctae
Thietmarus magister de Merseburg	<Thietmar von Merseburg>	Peregrinatio
Thomas Basinus	<Thomas Basin>	Breviloquium peregrinationis
Thomas Briggius	<Thomas Brygg>	Itinerarium ad Terram Sanctam domini Thomae de Swynburne
Thomas Frigidi Montis	<Tommaso di Montefreddo>	Liber de periculis et peregrinatione Margaritae sororis suae
Titus Vespasianus Strozza	<Titus Vespasianus Strozzius, Tito Vespasiano Strozzi>	De situ ruris Pelosellae at victoria venatica Birrothi et de eius connubio
Trezenzonius	<Trezenzonio>	De Solistitionis Insula Magna
Ubertinus Posculus	<Ubertino Posculo, Ubertinus de Posculis>	Oratio de laudibus Brixiae
Virgilius Bornadus de Brixia	<Virgilio Bornati>	Itinerarium
Wilbrandus Oldenburgensis	<Wilbrand von Oldenburg>	Itinerarium Terrae Sanctae
Wolfgangus de Stira	<Wolfgang von Steyr>	Itinerarium
Zenobius Acciaiolus	<Acciaioli, Zanobi Acciaiuoli, Zenobio Acciaiuoli>	Oratio de laudibus urbis Neapolis
Zenobius Acciaiolus	<Acciaioli, Zanobi Acciaiuoli, Zenobio Acciaiuoli>	Oratio de laudibus urbis Romae
